synset_id,gloss
7400,"khái niệm chỉ loài rắn độc có tiếng kêu đặc trưng ở đuôi"
7401,"khái niệm chỉ con gà đực"
7402,"khái niệm chỉ loài chim có tiếng gáy đặc trưng"
7403,"khái niệm chỉ loài chim báo hiệu bão sắp đến"
7404,"khái niệm chỉ loài động vật có vú sống dưới nước, có đuôi dẹt"
7405,"khái niệm chỉ loài chó hoang dã, sống thành đàn"
7406,"khái niệm chỉ động vật chân đốt có tám chân, giăng tơ"
7407,"khái niệm chỉ ngựa dùng để cưỡi"
7408,"khái niệm chỉ loài ong lớn, có nọc độc"
7409,"khái niệm chỉ động vật không xương sống sống ở biển, có xương ngoài"
7410,"khái niệm chỉ loài cá có khả năng bay trên mặt nước"
7411,"khái niệm chỉ ngựa sống hoang dã, chưa được thuần hóa"
7412,"khái niệm chỉ màng da nối các ngón chân chim nước"
7413,"khái niệm chỉ loài cá chó có kích thước nhỏ"
7414,"khái niệm chỉ loài chim gõ kiến sống ở Bắc Mỹ"
7415,"khái niệm chỉ một chi của động vật chân khớp"
7416,"khái niệm chỉ cơ quan cảm giác dạng sợi ở đầu côn trùng"
7417,"khái niệm chỉ loài sán dẹt kí sinh trong ruột"
7418,"khái niệm chỉ chó được huấn luyện để săn bắt"
7419,"khái niệm chỉ ấu trùng của bướm tằm, nhả tơ"
7420,"khái niệm chỉ loài tôm lớn, có hai càng to"
7421,"khái niệm chỉ loài cá không có vảy"
7422,"khái niệm chỉ động vật không xương sống, sống ở biển"
7423,"khái niệm chỉ loài chim sáo đá sống ở châu Á"
7424,"khái niệm chỉ lông cứng trên trán ngựa"
7425,"khái niệm chỉ cừu còn non, chưa trưởng thành"
7426,"khái niệm chỉ loài chim lớn có bộ lông sặc sỡ, đuôi dài"
7427,"khái niệm chỉ tơ bám ở chân động vật"
7428,"khái niệm chỉ họ côn trùng có hình dáng giống que"
7429,"khái niệm chỉ loài cá mập lớn nhất, ăn thịt"
7430,"khái niệm chỉ loài bò rừng lớn, có sừng nhọn"
7431,"khái niệm chỉ loài chim nhỏ có mào trên đầu"
7432,"khái niệm chỉ giống chó có bộ lông xù dày"
7433,"khái niệm chỉ loài chim nhỏ thường chuyền từ cành này sang cành khác"
7434,"khái niệm chỉ loài rùa nước ngọt, thân dẹt"
7435,"khái niệm chỉ bò con chưa trưởng thành"
7436,"khái niệm chỉ côn trùng có cánh lớn, nhiều màu"
7437,"khái niệm chỉ loài côn trùng phát sáng vào ban đêm"
7438,"khái niệm chỉ động vật có vú nhai lại, có sừng phân nhánh"
7439,"khái niệm chỉ loài hươu nhỏ, không có sừng"
7440,"khái niệm chỉ động vật giáp xác giống cua, thân dẹt"
7441,"khái niệm chỉ động vật thân mềm có tám xúc tu, sống dưới biển"
7442,"khái niệm chỉ dê con chưa trưởng thành"
7443,"khái niệm chỉ dê cái đã sinh con"
7444,"khái niệm chỉ bò con chưa trưởng thành"
7445,"khái niệm chỉ thiết bị dùng để ghi và thu hình ảnh"
7446,"khái niệm chỉ đồ dùng để uống có quai cầm"
7447,"khái niệm chỉ dụng cụ quan sát vật thể ở xa"
7448,"khái niệm chỉ bản vẽ thể hiện cấu trúc hoặc thiết kế"
7449,"khái niệm chỉ công cụ dùng để xác định kích thước"
7450,"khái niệm chỉ bộ phận truyền lực làm chuyển động"
7451,"khái niệm chỉ thiệp chúc mừng trong dịp sinh nhật"
7452,"khái niệm chỉ nhạc cụ hơi thuộc loại kèn dăm đơn"
7453,"khái niệm chỉ phần được thêm vào để hoàn thiện"
7454,"khái niệm chỉ công cụ dùng trong khảo sát địa hình"
7455,"khái niệm chỉ vật phẩm dùng để tô điểm cơ thể"
7456,"khái niệm chỉ bộ phận lưu trữ dữ liệu không cố định"
7457,"khái niệm chỉ thiết bị dùng để ghi lại thông tin"
7458,"khái niệm chỉ sản phẩm dùng để hút được làm từ lá"
7459,"khái niệm chỉ gậy dùng để đánh bóng trong môn golf"
7460,"khái niệm chỉ nơi kết nối thiết bị trong máy tính"
7461,"khái niệm chỉ khu đất dùng để luyện tập bắn súng"
7462,"khái niệm chỉ đồ dùng có đầu hoặc cạnh sắc bén"
7463,"khái niệm chỉ vật dùng để làm đẹp cho không gian"
7464,"khái niệm chỉ máy hoặc đồ dùng trộn các loại thức ăn"
7465,"khái niệm chỉ dụng cụ dùng trong việc may vá"
7466,"khái niệm chỉ khăn dùng để che phủ phần đầu"
7467,"khái niệm chỉ vật dài, thường dùng để cầm hoặc chống"
7468,"khái niệm chỉ tấm phẳng dùng để trưng bày hoặc che chắn"
7469,"khái niệm chỉ thuyền di chuyển bằng sức gió và buồm"
7470,"khái niệm chỉ thiết bị làm giảm cường độ âm thanh"
7471,"khái niệm chỉ bộ đồ dùng làm từ vật liệu thủy tinh"
7472,"khái niệm chỉ dây dùng để truyền tín hiệu điện thoại"
7473,"khái niệm chỉ tác phẩm nghệ thuật được chạm khắc"
7474,"khái niệm chỉ mạch điện nhỏ dùng trong thiết bị điện tử"
7475,"khái niệm chỉ phần vành bao quanh mũ hoặc nón"
7476,"khái niệm chỉ vật dùng để ngăn chặn hoặc làm chậm"
7477,"khái niệm chỉ dụng cụ dùng trong quá trình phẫu thuật"
7478,"khái niệm chỉ vật hoặc điều gây khó khăn cản trở"
7479,"khái niệm chỉ thiết bị dùng để nén hoặc ép vật"
7480,"khái niệm chỉ thiết bị giúp duy trì trạng thái ổn định"
7481,"khái niệm chỉ dụng cụ liên quan đến ánh sáng và thị giác"
7482,"khái niệm chỉ thuốc làm cho vật giãn nở"
7483,"khái niệm chỉ bộ phận di động trên cánh máy bay"
7484,"khái niệm chỉ phương tiện di chuyển trên mặt nước nhỏ"
7485,"khái niệm chỉ dụng cụ dùng để chải tóc"
7486,"khái niệm chỉ phần khởi đầu hoặc phần trên cùng"
7487,"khái niệm chỉ bóng đèn chứa chân không dùng điện"
7488,"khái niệm chỉ hệ thống truyền tin tức qua khoảng cách"
7489,"khái niệm chỉ lớp vật liệu dùng để lót hoặc bao phủ"
7490,"khái niệm chỉ đồ dùng hoặc trang phục có màu trắng"
7491,"khái niệm chỉ dụng cụ dùng để cắt hoặc thái vật"
7492,"khái niệm chỉ nơi nằm nghỉ trên tàu thuyền"
7493,"khái niệm chỉ giá dùng để treo cổ người"
7494,"khái niệm chỉ đồ dùng để uống nước hoặc đựng chất lỏng"
7495,"khái niệm chỉ đồ dùng làm từ vải lanh"
7496,"khái niệm chỉ hệ thống điều khiển hướng di chuyển"
7497,"khái niệm chỉ công cụ dùng để trói hoặc giam giữ"
7498,"khái niệm chỉ vật đựng lớn hình trụ hoặc khối"
7499,"khái niệm chỉ vật đựng lớn dùng để chứa chất lỏng"
7500,"khái niệm chỉ máy dùng để chơi cờ bạc"
7501,"khái niệm chỉ đạn đã nạp sẵn thuốc súng và đầu đạn"
7502,"khái niệm chỉ dải vải hoặc vật liệu dùng để buộc đầu"
7503,"khái niệm chỉ bộ phận hình tròn giúp xe di chuyển"
7504,"khái niệm chỉ bàn dùng để học tập hoặc làm việc"
7505,"khái niệm chỉ phần lồi có hình dạng tròn"
7506,"khái niệm chỉ khối có sáu mặt vuông bằng nhau"
7507,"khái niệm chỉ kính hiển vi sử dụng ánh sáng quang học"
7508,"khái niệm chỉ bộ phận bằng kính có tác dụng hội tụ"
7509,"khái niệm chỉ mặt vật hoặc đồ dùng trang sức treo lủng lẳng"
7510,"khái niệm chỉ phần hoặc công cụ hỗ trợ được thêm vào"
7511,"khái niệm chỉ khu vực dùng để giam giữ người"
7512,"khái niệm chỉ thuốc được bán theo chỉ định của bác sĩ"
7513,"khái niệm chỉ khoảng trống nhỏ xuyên qua vật"
7514,"khái niệm chỉ khung hoặc giá dùng để leo trèo"
7515,"khái niệm chỉ nơi các đường hoặc vật giao nhau"
7516,"khái niệm chỉ thiết bị làm từ vật liệu bán dẫn"
7517,"khái niệm chỉ thuốc dùng để chấm dứt thai nghén"
7518,"khái niệm chỉ việc sắp xếp các loại hoa nghệ thuật"
7519,"khái niệm chỉ hộp đựng các dụng cụ hoặc đồ nghề"
7520,"khái niệm chỉ máy hoặc bộ phận điều chỉnh tốc độ"
7521,"khái niệm chỉ nhạc cụ hơi được làm từ gỗ"
7522,"khái niệm chỉ bộ phận dùng để quay tạo lực"
7523,"khái niệm chỉ thiết bị điện phục vụ sinh hoạt"
7524,"khái niệm chỉ lối đi vào hoặc ra khỏi nơi nào đó"
7525,"khái niệm chỉ trang phục dùng để thay đổi vẻ ngoài"
7526,"khái niệm chỉ đồ dùng hình hộp làm bằng bìa cứng"
7527,"khái niệm chỉ chỗ đất bị đào sâu xuống"
7528,"khái niệm chỉ đường dẫn nước trong nhà"
7529,"khái niệm chỉ máy dùng để tạo bản sao tài liệu"
7530,"khái niệm chỉ nơi khám và điều trị bệnh"
7531,"khái niệm chỉ hình được tạo bằng cách chạm nổi"
7532,"khái niệm chỉ dải vải dùng để trang trí"
7533,"khái niệm chỉ biểu tượng hình chữ thập trong Kitô giáo"
7534,"khái niệm chỉ tủ dùng để cất giữ hồ sơ"
7535,"khái niệm chỉ tấm vải dùng để phủ lên giường"
7536,"khái niệm chỉ bộ phận giúp giữ thăng bằng"
7537,"khái niệm chỉ dụng cụ có lòng cạn dùng để rán"
7538,"khái niệm chỉ gậy có hình mái chèo"
7539,"khái niệm chỉ dây điện dùng để nối tạm thời"
7540,"khái niệm chỉ thiết bị kết nối với máy tính"
7541,"khái niệm chỉ thiết bị gửi đi các tín hiệu"
7542,"khái niệm chỉ phương tiện di chuyển trên tuyết"
7543,"khái niệm chỉ dây kim loại có gai nhọn"
7544,"khái niệm chỉ nơi bán và phục vụ đồ uống có cồn"
7545,"khái niệm chỉ bề mặt nơi hai vật tiếp xúc"
7546,"khái niệm chỉ phần nhô ra khỏi bề mặt"
7547,"khái niệm chỉ thuyền dùng để đánh bắt cá"
7548,"khái niệm chỉ vật dụng vải dùng trên giường ngủ"
7549,"khái niệm chỉ đồ dùng bó sát cơ thể"
7550,"khái niệm chỉ thiết bị chia điện áp"
7551,"khái niệm chỉ nhạc cụ có dây tương tự piano"
7552,"khái niệm chỉ thiết bị có các bánh răng khớp với nhau"
7553,"khái niệm chỉ nơi dùng để lưu giữ hoặc cất giữ"
7554,"khái niệm chỉ phòng dùng để giải trí hoặc thư giãn"
7555,"khái niệm chỉ thang máy kéo dùng cho trượt tuyết"
7556,"khái niệm chỉ thiết bị dùng để nung nóng vật liệu"
7557,"khái niệm chỉ lớp vật liệu lót bên trong giày"
7558,"khái niệm chỉ vật thể quay quanh hành tinh"
7559,"khái niệm chỉ máy dùng để đo áp suất khí"
7560,"khái niệm chỉ lớp vật liệu lót ngăn hơi ẩm"
7561,"khái niệm chỉ đĩa dùng để lưu trữ dữ liệu vi tính"
7562,"khái niệm chỉ nơi đúc kim loại hoặc xưởng đúc"
7563,"khái niệm chỉ tên lửa tìm mục tiêu bằng nhiệt"
7564,"khái niệm chỉ máy in từng ký tự một"
7565,"khái niệm chỉ tủ dùng để bảo quản thức ăn"
7566,"khái niệm chỉ vật đựng tiền hoặc đồ dùng cá nhân"
7567,"khái niệm chỉ túi lớn có quai đeo dùng sau lưng"
7568,"khái niệm chỉ thấu kính làm hội tụ các tia sáng"
7569,"khái niệm chỉ diện tích dùng để chứa hoặc lưu trữ"
7570,"khái niệm chỉ nơi tu hành hoặc sống của tu sĩ"
7571,"khái niệm chỉ công cụ dùng để khóa hoặc gắn kết"
7572,"khái niệm chỉ động cơ hoạt động bằng năng lượng điện"
7573,"khái niệm chỉ công trình phòng thủ kiên cố"
7574,"khái niệm chỉ dao dùng để chạm khắc hoặc đục đẽo"
7575,"khái niệm chỉ hộp hoặc két dùng để cất giữ an toàn"
7576,"khái niệm chỉ bộ phận cảm nhận và chuyển đổi âm điệu"
7577,"khái niệm chỉ kiểu mũi khâu vắt cạnh vải"
7578,"khái niệm chỉ hệ thống dùng để liên lạc hoặc truyền tin"
7579,"khái niệm chỉ đài hoặc tháp dùng để quan sát"
7580,"khái niệm chỉ xe di chuyển tự động không người lái"
7581,"khái niệm chỉ phần mặt phẳng trong cầu thang"
7582,"khái niệm chỉ thiết bị tạo ra ánh sáng để chiếu sáng"
7583,"khái niệm chỉ đồ dùng ăn uống làm từ bạc"
7584,"khái niệm chỉ miếng kim loại dùng để chèn vào"
7585,"khái niệm chỉ vật đựng đan bằng tre hoặc mây"
7586,"khái niệm chỉ thuốc làm mất cảm giác hoặc gây mê"
7587,"khái niệm chỉ bộ trang phục gồm áo khoác và quần"
7588,"khái niệm chỉ mũ được làm từ lông thú"
7589,"khái niệm chỉ kính thiên văn sử dụng sự khúc xạ ánh sáng"
7590,"khái niệm chỉ nơi làm việc chính của tổ chức"
7591,"khái niệm chỉ bánh xe có răng dùng để truyền động"
7592,"khái niệm chỉ ghế dài dùng cho nhiều người ngồi"
7593,"khái niệm chỉ dụng cụ dùng trong các môn thể thao"
7594,"khái niệm chỉ công ty vận tải đường thủy bằng hơi nước"
7595,"khái niệm chỉ mâm hoặc bàn dùng để kẹp giữ"
7596,"khái niệm chỉ gậy dùng để đánh bóng trong thể thao"
7597,"khái niệm chỉ lớp phủ hoặc quần áo dùng để bảo vệ"
7598,"khái niệm chỉ đường ống chính cung cấp chất lỏng"
7599,"khái niệm chỉ phương tiện di chuyển bằng máy hoặc động cơ"
7600,"khái niệm chỉ vật dài, mảnh, thường làm từ gỗ"
7601,"khái niệm chỉ khối vật liệu dùng trong xây dựng"
7602,"khái niệm chỉ máy dùng để bơm không khí"
7603,"khái niệm chỉ vòng cổ đeo sát cổ dùng để trang trí"
7604,"khái niệm chỉ đồ sứ có chất lượng và giá trị cao"
7605,"khái niệm chỉ nơi giam giữ hoặc cải tạo người"
7606,"khái niệm chỉ tên lửa đi theo quỹ đạo đạn đạo"
7607,"khái niệm chỉ nơi giải trí hoạt động vào buổi tối"
7608,"khái niệm chỉ dụng cụ dùng để kẹp hoặc giữ chặt"
7609,"khái niệm chỉ đơn vị tiền tệ bằng kim loại"
7610,"khái niệm chỉ vật gây cản trở sự lưu thông"
7611,"khái niệm chỉ khí cụ dùng để đo áp suất không khí"
7612,"khái niệm chỉ màng mỏng có khả năng ngăn cách"
7613,"khái niệm chỉ súng ngắn có chế độ bắn bán tự động"
7614,"khái niệm chỉ tàu dùng để chở hàng hóa trên biển"
7615,"khái niệm chỉ nhạc cụ có bộ phận lưỡi gà tạo âm"
7616,"khái niệm chỉ điện thoại không cần dây nối"
7617,"khái niệm chỉ đồ chơi có hình thú dùng để nhún nhảy"
7618,"khái niệm chỉ kính thiên văn sử dụng gương để phản xạ"
7619,"khái niệm chỉ thiết bị phát ra ánh sáng để chiếu sáng"
7620,"khái niệm chỉ thuốc làm mất ý thức toàn thân"
7621,"khái niệm chỉ sợi dây dày, bền dùng để nối"
7622,"khái niệm chỉ đồ dùng cho việc may vá thêu thùa"
7623,"khái niệm chỉ nơi ở hoặc đóng quân của quân đội"
7624,"khái niệm chỉ cửa ra vào hoặc lối xuống hầm tàu"
7625,"khái niệm chỉ sản phẩm được tạo ra bằng nghệ thuật"
7626,"khái niệm chỉ khu vực hoặc cơ sở dùng để giải trí"
7627,"khái niệm chỉ nơi khám bệnh cho người bệnh ngoại trú"
7628,"khái niệm chỉ tín hiệu được ghi lại trên vật liệu"
7629,"khái niệm chỉ bộ phận hoặc thiết bị dùng để đốt nóng"
7630,"khái niệm chỉ nơi cung cấp dịch vụ giặt là quần áo"
7631,"khái niệm chỉ nơi để tụng niệm, cầu nguyện"
7632,"khái niệm chỉ dải vật liệu dùng để buộc hoặc quấn đầu"
7633,"khái niệm chỉ thuyền được thiết kế để dùng trong đua"
7634,"khái niệm chỉ hộp hoặc ống dùng để tiết kiệm tiền"
7635,"khái niệm chỉ cửa hàng bán các mặt hàng thiết yếu"
7636,"khái niệm chỉ máy móc có cơ chế hoạt động cơ khí"
7637,"khái niệm chỉ phù hiệu mang ý nghĩa biểu tượng"
7638,"khái niệm chỉ đầu nhọn của dụng cụ khoan"
7639,"khái niệm chỉ miếng lót đặt dưới thảm"
7640,"khái niệm chỉ dụng cụ có răng dùng để xiên thức ăn"
7641,"khái niệm chỉ tấm phẳng hoặc băng chuyền dùng di chuyển"
7642,"khái niệm chỉ khu vực riêng biệt trong bệnh viện"
7643,"khái niệm chỉ thiết bị hoạt động bằng dòng điện"
7644,"khái niệm chỉ nơi dùng để đi vệ sinh cá nhân"
7645,"khái niệm chỉ dùi dùng để đánh trống"
7646,"khái niệm chỉ khung hoặc lưới có các thanh song song"
7647,"khái niệm chỉ bộ đồ ăn làm từ sứ hoặc men sứ"
7648,"khái niệm chỉ ghim hoặc vật trang trí dùng để cài"
7649,"khái niệm chỉ nơi sản xuất hàng hóa công nghiệp"
7650,"khái niệm chỉ nhà có mái và tường bằng kính"
7651,"khái niệm chỉ máy dùng để ép hoặc nén vật liệu"
7652,"khái niệm chỉ vật dùng để trang trí không cần thiết"
7653,"khái niệm chỉ nơi các đường giao nhau hoặc rẽ"
7654,"khái niệm chỉ tấm vải lớn dùng để đẩy thuyền"
7655,"khái niệm chỉ nơi sửa chữa hoặc bảo trì vật dụng"
7656,"khái niệm chỉ khu vực được tạo ra để trượt băng"
7657,"khái niệm chỉ người không có tóc trên đầu"
7658,"khái niệm chỉ áo khoác ngoài dài, rộng và dày"
7659,"khái niệm chỉ đèn dùng trong việc hàn xì kim loại"
7660,"khái niệm chỉ vật liệu dùng để phủ lên giường"
7661,"khái niệm chỉ đường hoặc ván dùng để trượt xuống"
7662,"khái niệm chỉ dụng cụ dùng để chơi môn bowling"
7663,"khái niệm chỉ phần được lắp ráp hoặc ghép vào"
7664,"khái niệm chỉ thuốc làm co các mô cơ thể"
7665,"khái niệm chỉ tủ lạnh hoạt động bằng điện"
7666,"khái niệm chỉ việc trang bị đầy đủ cơ sở vật chất"
7667,"khái niệm chỉ xe di chuyển được trên mọi địa hình"
7668,"khái niệm chỉ các loại nồi dùng để nấu ăn"
7669,"khái niệm chỉ vật liệu dùng để đóng gói sản phẩm"
7670,"khái niệm chỉ phần đường đua thẳng tắp"
7671,"khái niệm chỉ máy tạo ra chuyển động quay tròn"
7672,"khái niệm chỉ quân bài tây có hình người"
7673,"khái niệm chỉ tấm vải dày, bền dùng để che chắn"
7674,"khái niệm chỉ giá đỡ có ba chân"
7675,"khái niệm chỉ điểm cuối của dây điện hoặc pin"
7676,"khái niệm chỉ cấu trúc hoặc vật dùng để nâng đỡ"
7677,"khái niệm chỉ gờ có hình dạng giống quả trứng"
7678,"khái niệm chỉ công cụ dùng để đẩy vật đi"
7679,"khái niệm chỉ máy hoặc dụng cụ dùng để cắt gỗ"
7680,"khái niệm chỉ máy dùng để chơi cờ bạc bằng cách bỏ xu"
7681,"khái niệm chỉ công trình nhỏ nằm cạnh nhà chính"
7682,"khái niệm chỉ ống có hình dạng xoắn ốc"
7683,"khái niệm chỉ tranh vẽ có ý nghĩa tôn giáo"
7684,"khái niệm chỉ cờ nhỏ dài hình tam giác"
7685,"khái niệm chỉ sản phẩm điện ảnh hoặc phim ảnh"
7686,"khái niệm chỉ tập hợp các hạt được xâu lại"
7687,"khái niệm chỉ máy dùng để gặt và buộc lúa"
7688,"khái niệm chỉ dao dùng để phay kim loại"
7689,"khái niệm chỉ loại dao có lưỡi cong, sắc bén"
7690,"khái niệm chỉ bàn dùng để thợ gia công vật liệu"
7691,"khái niệm chỉ thuốc được điều chế để trị bệnh cụ thể"
7692,"khái niệm chỉ mạng máy tính trong phạm vi hẹp"
7693,"khái niệm chỉ thiết bị dùng để đo điện thế"
7694,"khái niệm chỉ giày có đế bằng và thấp"
7695,"khái niệm chỉ rãnh hoặc hố dài đào dưới đất"
7696,"khái niệm chỉ vật đựng lớn có nắp dùng để chứa"
7697,"khái niệm chỉ đồ vật được trang trí bằng cách khảm"
7698,"khái niệm chỉ dụng cụ có răng dùng để cào"
7699,"khái niệm chỉ hố chứa đầy cát trên sân golf"
7700,"khái niệm chỉ sân dành cho các hoạt động thể thao"
7701,"khái niệm chỉ vật được dùng làm mẫu để so sánh"
7702,"khái niệm chỉ đai dùng để cố định yên ngựa"
7703,"khái niệm chỉ áo mặc để che chắn khỏi mưa"
7704,"khái niệm chỉ đường ống dẫn nước từ máy bơm"
7705,"khái niệm chỉ chảo làm bằng chất liệu gang"
7706,"khái niệm chỉ mái che hoặc ô văng che cửa sổ"
7707,"khái niệm chỉ huy chương được làm từ bạc"
7708,"khái niệm chỉ phím trên bàn phím dùng để xác nhận"
7709,"khái niệm chỉ máy tính dùng cho công việc cá nhân"
7710,"khái niệm chỉ bình dùng để đựng sữa"
7711,"khái niệm chỉ tháp có vai trò nâng đỡ"
7712,"khái niệm chỉ xe ô tô chạy bằng năng lượng điện"
7713,"khái niệm chỉ điểm số bằng không trong thi đấu"
7714,"khái niệm chỉ trang phục mặc trong các buổi dạ hội"
7715,"khái niệm chỉ loại bom có khả năng bay tự động"
7716,"khái niệm chỉ loại vải có hoa văn chéo"
7717,"khái niệm chỉ máy dùng để lọc hoặc làm sạch"
7718,"khái niệm chỉ dao có lưỡi to, nặng dùng để chém"
7719,"khái niệm chỉ thuốc lá được nghiền thành bột"
7720,"khái niệm chỉ nhạc cụ tạo ra âm thanh bằng cách gõ"
7721,"khái niệm chỉ dụng cụ dùng để chơi môn bóng vồ"
7722,"khái niệm chỉ tập hợp các hạt nhỏ li ti"
7723,"khái niệm chỉ áo khoác ngắn, thường có khóa kéo"
7724,"khái niệm chỉ chất dùng để tẩy rửa hoặc làm sạch"
7725,"khái niệm chỉ bom hủy diệt bằng năng lượng hạt nhân"
7726,"khái niệm chỉ nồi lớn dùng để đun nấu"
7727,"khái niệm chỉ vật đựng nước có hình quả bầu"
7728,"khái niệm chỉ vật phẩm dùng để ghi nhớ sự kiện"
7729,"khái niệm chỉ bàn chân giả của ếch dùng khi bơi"
7730,"khái niệm chỉ xe được kéo bằng sức ngựa"
7731,"khái niệm chỉ phần cầm của dụng cụ hoặc vũ khí"
7732,"khái niệm chỉ đai làm từ chất liệu da"
7733,"khái niệm chỉ thiết bị biến đổi năng lượng điện thành cơ"
7734,"khái niệm chỉ bảng điều khiển các thiết bị điện"
7735,"khái niệm chỉ phòng họp của hội đồng quản trị"
7736,"khái niệm chỉ bộ phận tạo lực nâng cho máy bay"
7737,"khái niệm chỉ đầu nối điện hoặc âm thanh"
7738,"khái niệm chỉ đe kim loại dùng để rèn"
7739,"khái niệm chỉ vùng biển có nhiều cá để đánh bắt"
7740,"khái niệm chỉ xe đẩy nhỏ có một bánh trước"
7741,"khái niệm chỉ lò dùng để đốt cháy hoặc nung"
7742,"khái niệm chỉ nơi nhốt hoặc nuôi gia súc"
7743,"khái niệm chỉ nơi giết mổ động vật để lấy thịt"
7744,"khái niệm chỉ thuốc giúp phục hồi hoặc tăng cường sức khỏe"
7745,"khái niệm chỉ núm hoặc nút dùng để điều chỉnh"
7746,"khái niệm chỉ ngăn tủ có thể kéo ra vào"
7747,"khái niệm chỉ vỏ bọc bên ngoài của gối"
7748,"khái niệm chỉ khu vực hoặc địa điểm cụ thể"
7749,"khái niệm chỉ lưới dùng để tạo ra hiện tượng nhiễu xạ"
7750,"khái niệm chỉ bệ dùng để phóng tên lửa hoặc vật thể"
7751,"khái niệm chỉ nhà dùng để bảo quản thi thể"
7752,"khái niệm chỉ dụng cụ dùng để viết bằng mực"
7753,"khái niệm chỉ vật dùng để chứa đựng đồ vật"
7754,"khái niệm chỉ thiết bị nổ được đặt dưới đất"
7755,"khái niệm chỉ công trình có các bậc để đi lên"
7756,"khái niệm chỉ bộ quần áo hoàn chỉnh để mặc"
7757,"khái niệm chỉ giếng được khoan để thăm dò"
7758,"khái niệm chỉ khu nhà ở dành cho sinh viên"
7759,"khái niệm chỉ bì hoặc đối trọng dùng để cân bằng"
7760,"khái niệm chỉ gàu có thể ngoạm hoặc bốc vật liệu"
7761,"khái niệm chỉ thuốc làm giảm nhiệt độ cơ thể"
7762,"khái niệm chỉ dụng cụ dùng để tấn công hoặc đánh"
7763,"khái niệm chỉ vật phẩm có sức mạnh bảo vệ"
7764,"khái niệm chỉ thiết bị dùng để liên lạc bằng giọng nói"
7765,"khái niệm chỉ phần lồi ra hình răng trên vật"
7766,"khái niệm chỉ công trình kiến trúc lớn, sang trọng"
7767,"khái niệm chỉ thuốc gây buồn ngủ hoặc giúp ngủ"
7768,"khái niệm chỉ khung dùng để dệt vải"
7769,"khái niệm chỉ đai hoặc dụng cụ dùng để đỡ"
7770,"khái niệm chỉ nhà vệ sinh phục vụ cộng đồng"
7771,"khái niệm chỉ dụng cụ khoan điều khiển bằng tay"
7772,"khái niệm chỉ dụng cụ có hình phễu dùng để rót"
7773,"khái niệm chỉ các sản phẩm dùng để trang điểm"
7774,"khái niệm chỉ dụng cụ có lông dùng để quét hoặc vẽ"
7775,"khái niệm chỉ bóng được bơm hơi để bay lên"
7776,"khái niệm chỉ ghế dùng để thực hiện thôi miên"
7777,"khái niệm chỉ chất được thêm vào để cải thiện"
7778,"khái niệm chỉ các sản phẩm làm đẹp cho cơ thể"
7779,"khái niệm chỉ quân cờ hình xe trong cờ vua"
7780,"khái niệm chỉ trang phục mặc hàng ngày, thông thường"
7781,"khái niệm chỉ vật hình trụ rỗng hoặc đặc ở giữa"
7782,"khái niệm chỉ phim dùng để chụp X quang"
7783,"khái niệm chỉ nơi chứa đựng lương thực hoặc hàng hóa"
7784,"khái niệm chỉ răng giả dùng để thay thế răng thật"
7785,"khái niệm chỉ đường hầm dành cho người đi bộ"
7786,"khái niệm chỉ máy biến đổi điện áp dòng điện"
7787,"khái niệm chỉ bộ phận truyền động giúp xe rẽ"
7788,"khái niệm chỉ nơi hoạt động mại dâm"
7789,"khái niệm chỉ đồ chơi bay bằng sức gió có dây"
7790,"khái niệm chỉ dụng cụ dùng để viết bằng than chì"
7791,"khái niệm chỉ vật có đầu nhọn dùng để bắn"
7792,"khái niệm chỉ đồ trang sức đeo ở tai"
7793,"khái niệm chỉ áo giáp làm từ các mắt lưới kim loại"
7794,"khái niệm chỉ không gian riêng biệt trong nhà"
7795,"khái niệm chỉ loại mũ có hình cối hoặc cát"
7796,"khái niệm chỉ thuốc hoặc chất có tác dụng bổ trợ"
7797,"khái niệm chỉ tác phẩm văn học kể chuyện dài"
7798,"khái niệm chỉ dụng cụ nhỏ, nhọn dùng để khâu"
7799,"khái niệm chỉ máy tạo ra hoặc phát ra tín hiệu"
7800,"khái niệm chỉ vật đựng có lòng sâu dùng để chứa"
7801,"khái niệm chỉ dụng cụ có lưỡi sắc dùng để chặt"
7802,"khái niệm chỉ máy hoặc bộ phận điều chỉnh nhiệt độ"
7803,"khái niệm chỉ phòng dùng để đón tiếp khách"
7804,"khái niệm chỉ tấm vải mỏng dùng để lau hoặc quàng"
7805,"khái niệm chỉ nơi khai thác đá từ lòng đất"
7806,"khái niệm chỉ chất hoặc thuốc có tác dụng đối kháng"
7807,"khái niệm chỉ hộp làm từ kim loại thiếc"
7808,"khái niệm chỉ kính thiên văn có trục song song xích đạo"
7809,"khái niệm chỉ vật được cuộn tròn lại"
7810,"khái niệm chỉ tòa nhà dùng cho hoạt động ngoại giao"
7811,"khái niệm chỉ quân bài có giá trị cao nhất"
7812,"khái niệm chỉ kim hoặc dấu hiệu dùng để chỉ"
7813,"khái niệm chỉ máy tạo ra các loại sóng"
7814,"khái niệm chỉ máy tính đặt trên bàn để làm việc"
7815,"khái niệm chỉ phần hình ống của súng"
7816,"khái niệm chỉ công trình kiến trúc cao, thẳng đứng"
7817,"khái niệm chỉ tấm chắn có thể đóng mở che cửa"
7818,"khái niệm chỉ hệ thống các công trình hỗ trợ cơ bản"
7819,"khái niệm chỉ vật dùng để thu hút cá khi câu"
