word_id,word
28885,bu lông
28893,hệ thống liên lạc vô tuyến điện
28894,hàng giao sau
28898,bìa sách
28902,gile
28904,gilê
28920,bảng hiển thị bảng tin
28929,phần bịt đầu ngựa
28935,máy phát vô tuyến
28939,máy phát sóng rađiô
28940,túi du lịch qua đêm
28942,săm xe
28944,đường
28950,đường đi lối lại
28952,cái gối
28953,chiếc gối
28954,dùi
28961,dây xỏ
28973,ống ngắm súng
28974,vật bao
28976,vật phủ
28977,vật đậy
28981,đồ phủ
28982,đồ đậy
28984,dây đeo quần
28985,đài phát thanh
28988,đài truyền hình
28990,sự suy đồi
28993,vật đè lên
29001,ống bơm dầu
29003,súng tra dầu
29021,tàu khách
29022,tầu khách
29023,tàu hành khách
29024,tầu hành khách
29025,vật trang trí kiến trúc
29030,trại tế bần
29034,vật hình cầu
29038,chiến hạm
29042,xà treo
29044,khí giới
29049,vật dụng kim loại
29053,phiến đá lát
29055,vật hỗ trợ
29056,vật trợ giúp
29068,cục tạ
29076,lối
29085,công cụ hành nghề
29094,khăn quàng
29101,bài thuốc
29105,quả táo yên ngựa
29109,chày làm vữa
29113,máy chiếu phim
29116,vỏ không
29121,bục đấu giá
29140,mền bông
29154,phên
29156,cocain cục
29157,cocaine cục
29166,lúc lắc
29169,cái trống lắc
29171,ghế bành tượng
29175,phòng giam giữ
29178,ngồi nổ
29188,thiết bị điều khiển
29190,lọ hoa để trên cái bệ
29192,phương tiện có bánh
29193,phương tiện vận chuyển
29194,phương tiện vận chuyển công cộng
29219,cọc rào
29220,máy đo tốc độ
29221,máy đo tốc độ tàu
29223,gậy gôn spoon
29224,thước dây
29226,hốc tường
29227,lõm tường
29233,áo Giáo hoàng
29252,kẹp
29259,nhíp
29263,kèn cor
29264,kèn thợ săn
29266,váy cô dâu
29267,váy cưới
29268,áo cô dâu
29278,vợt quần vợt
29280,tranh màu nước
29293,khóa nước
29298,ống dẫn chất lỏng
29301,diesel
29310,đèn flash
29314,trục căng buồm
29316,thừng
29334,bản ghi lại
29336,bản sao chép
29337,văn bản sao chép
29340,súng tự nạp đạn
29341,súng nạp đạn tự động
29344,đàn dây
29361,vật đỡ lưng
29362,vật tựa lưng
29366,thuyền ba ván
29380,đạn
29387,giập ghim
29392,cái gạt tàn
29395,tẩu thuốc lá
29397,nõ thuốc
29400,áo khoác lao động
29410,ống dẫn
29424,véc-ni sơn mài
29426,véc ni sơn mài
29427,vec-ni sơn mài
29428,vecni sơn mài
29429,vec ni sơn mài
29430,mễ
29434,tủ ngăn kéo
29435,tủ nhiều ngăn
29439,thùng butt
29447,ống dẫn
29453,máy ghi địa chấn
29454,máy ghi động đất
29473,tàu ngầm hạt nhân
29475,vũ khí hóa học
29477,đường ren
29483,xiềng xích
29484,gông cùm
29485,máy bay nặng hơn không khí
29497,club
29506,khí cầu thám không
29526,kèn ô boa
29533,phòng trẻ em
29534,cầu trượt
29541,bàn cờ
29549,thiết bị hiển thị
29565,gương trang điểm
29572,máy cắt
29575,máy xén cỏ
29589,đồ vệ sinh cá nhân
29591,ống cống
29595,máy đo độ chênh áp
29602,miệng
29603,mép
29605,bóng chầy
29606,quả bóng chày
29612,xe bánh xích
29614,xe cắm trại
29616,xe bus cắm trại
29624,máy thu phát
29631,sân thi đấu
29639,thuốc
29640,thuốc chữa bệnh
29643,máy phóng thanh
29647,chợ trời
29649,mái xuồng
29669,tranh khỏa thân
29673,phòng chờ
29680,lọ thuốc
29703,tòa khách hàng
29704,công cụ nhồi
29709,cãi chĩa
29713,máy bắn đá
29717,đồ đựng theo dung tích
29718,đồ chứa theo dung tích
29726,nhạc cụ lưỡi gà đơn
29730,thiết bị cầm tay
29732,xô nạo vét
29743,xe đẩy hàng
29744,xe đấy hàng hóa
29745,mạng nhện
29756,dụng cụ chơi trò chơi
29765,tháp canh
29772,đồn bốt
29774,lỗ mở ánh sáng
29775,khẩu độ ánh sáng
29776,độ mở ánh sáng
29777,bộ gió lò
29788,cái chũm chọe
29790,con rối
29791,ghi đông
29798,bộ biến năng
29806,công cụ có lưỡi
29817,thư chuyển bằng đường biển
29818,thư chuyển bằng đường bộ
29821,công cụ
29829,móc treo
29839,bình nước
29853,kỉ vật
29855,vật kỉ niệm
29856,vật kỷ niệm
29857,đồ kỉ nệm
29858,đồ kỷ niệm
29861,chỗ
29892,cầu nổi
29900,hàng bền
29901,hàng dùng bền
29902,hàng xài bền
29904,xuồng máy
29905,thuyền máy
29910,xưởng sửa chữa
29911,xưởng sửa chữa ô tô
29916,má kẹp
29920,lẫy khóa
29923,trái bóng bầu dục
29926,chổi sể
29929,đồ
29931,công cụ
29933,phòng đọc sách
29940,cái khoan đá
29942,mũ nồi
29944,sân khấu biểu diễn
29947,núm vú giả
29953,quầy bán đồ ăn nhẹ
29955,quầy bán đồ ăn nhanh
29960,lối mòn
29963,vi-ô-lông
29964,viôlông
29978,tường rào
29979,đài tượng niệm
30008,sự sắp xếp
30011,vật làm ồn
30012,vật gây ồn
30014,vật phát tiếng ồn
30016,viện hàn lâm
30018,trung tâm nghiên cứu
30020,van an toàn
30030,miếng
30036,tấm bảo vệ
30060,vòi phun
30063,vòi phun nước
30076,cạp
30077,đai
30088,phòng trưng bày
30089,phòng trưng bầy
30094,gậy đi bộ
30097,chất sát trùng
30101,giấy bọc
30102,bìa bọc
30106,nhiết kế thủy ngân
30111,quốc chim
30118,plate
30119,hasit
30130,xi gắn
30134,kéo cắt cỏ
30141,bộ ngắm
30143,thiết bị ngắm
30152,phủ
30158,cái cúc
30169,dép quai hậu
30174,lụa
30180,vật mô phỏng
30197,quần áo lao động
30199,quần áo bảo hộ
30201,quần áo công nhân
30209,súng đại bác
30211,phòng họp
30213,phòng tụ họp
30218,thiết bị khuếch đại âm thanh
30220,khúc lượn
30226,chõ hấp
30229,đồ hấp
30230,nhà miền quê
30231,nhà nông thôn
30243,quán rượu
30253,nơ
30259,nơ tai thỏ
30261,món đồ chơi
30270,xe mô tô
30276,máy đánh trứng
30277,máy đánh kem
30279,bộ xử lí dữ liệu
30305,khinh khí cầu
30308,hàng lỗi
30309,hàng loại
30310,hàng không đúng quy cách
30312,tay vịn cầu thang
30313,dụng cụ chiến tranh
30315,đồ bơi
30325,xẻng cầm tay
30326,lốp ô tô
30339,giếng thông gió
30343,limousine
30351,ngọc đá quý
30357,cái vợt cá
30358,vợt cá
30361,vợt cầu lông
30362,vợt đánh cầu
30371,cái quẹt
30379,biên lai
30384,bó đũa
30388,bột màu
30400,cần khởi động
30402,cần khởi động máy
30413,yên ngựa
30414,bành ngựa
30436,thiết bị học tập
30440,gậy chống
30441,gậy của người già
30443,gậy lão
30444,giàn mướp
30446,giàn nho
30448,giấy trang trí
30455,hiệu cầm đồ
30456,cửa hàng cầm đồ
30457,tiệm cầm đồ
30475,vật cúng
30485,lọ hoa
30492,lồng chim
30493,chuồng chim
30494,mắc áo
30497,móc treo đồ
30499,nóc nhà
30520,xe cứu hỏa
30531,vết cháy
30532,vết bỏng
30537,tầm quan trọng
30538,điểm nhấn
30540,số đo
30545,sự cần cù
30546,sự chăm chỉ
30550,sự dồi dào
30551,sự dư dật
30560,vốn quý
30561,vốn quí
30564,vật có ích
30565,kết cấu
30566,cấu trúc
30567,cấu tạo
30568,sự sinh động
30572,mầu xanh biếc
30577,thói phàm ăn
30578,thói tham ăn
30579,tính háu ăn
30580,tính phàm ăn
30581,tính tham ăn
30584,sự tĩnh lặng
30588,sự vắng lặng
30596,sự vui lòng
30605,cái tốt
30606,việc thiện
30607,việc lành
30609,việc tốt đẹp
30610,cái tốt đẹp
30616,sự bỏ phiếu phổ thông
30619,nhiệm vụ
30620,tác dụng
30622,công năng
30628,sự y xì
30636,khổ
30639,size
30642,giới hạn
30647,sự chú ý
30648,quyền sử dụng
30653,sự đúng đắn
30656,phần hơn
30659,sự tẩy màu
30660,màu hữu sắc
30662,mầu hữu sắc
30664,bề ngoài
30676,sự gan dạ
30677,sự can đảm
30679,sự sôi nổi
30681,sự hăng hái
30683,tính sinh động
30684,tính linh hoạt
30689,sự không thật thà
30690,sự không chân thật
30693,sự gian dối
30694,sự dối trá
30696,tính cấp bách
30699,tính trầm
30700,tính không chu đáo
30710,đặc điểm thị giác
30711,sư vui mừng
30712,sự vui tươi
30713,sự vui vẻ
30722,tính khác thể
30730,sự cao đẹp
30732,sự tốt bụng
30733,sự tốt tính
30740,tốt bụng
30743,hợm hĩnh
30749,sự kiêu căng tự phụ
30752,sự tự cao tự đại
30754,sự tự phụ
30761,sự có ý nghĩa
30765,sự cố định
30767,trung tính
30770,sự đến trước
30771,sự dẫn trước
30774,nét
30783,sự thật
30796,sự chịu đựng
30799,đặc tính cơ thể
30800,vẻ đẹp say đắm
30803,nét đặc trưng
30817,tính thiếu trang nhã
30818,tính thiếu thanh nhã
30820,tính không trang nhã
30821,tính kém hoạt động
30822,tính thiếu hoạt động
30827,sự vô kỉ luật
30828,tính thiếu kỉ luật
30829,tính tạm thời
30832,tính không vĩnh viễn
30838,sự nghị lực
30840,sự khô khan
30842,trọng tâm
30844,nắm bắt
30856,tương thích
30861,cái lạnh
30864,sự lịch sự
30875,tính nhạy cảm
30880,tầm quan trọng
30881,sự năng động
30882,sự tích cực
30884,tính năng động
30887,tính hay bộc lộ tâm sự
30891,tính chất mũi
30894,sự nhấn mạnh
30906,hồ nghi
30909,nghi
30911,nghi ngờ
30913,ngờ
30918,sự nghi vấn
30920,sự ngờ vực
30922,tính hay nghi ngờ
30923,tính hay ngờ vực
30926,sự thiếu
30931,tính kỵ nhau
30936,tiêu điểm
30938,sự xa lạ
30939,sự khác lạ
30940,sự lạ lẫm
30946,sự không sẵn lòng
30949,sự tuyệt đối
30956,tính di động
30958,việc cấp phép
30964,việc thông qua
30971,sự không xê dịch được
30972,tính không chuyển động được
30975,sự trưởng thành
30976,sự phối màu sắc
30978,sự khó hiểu
30986,độ vượt mức
30987,độ quá mức
30988,sự quá mức
31000,thớ
31002,thớ vật liệu
31013,tính cao quý
31015,tính cao thượng
31016,tính cao nhã
31017,độ
31025,sự không hợp thời trang
31026,sự lỗi mốt
31027,sự lỗi thời
31030,sự thuyết phục
31039,sự nhập nhằng
31045,cỡ nòng súng
31048,tính chất bừa
31049,tính chất ẩu
31050,tính chất bừa bãi
31066,tính sáng
31069,sự vô dụng
31075,bạo dạn
31078,sự mạnh bạo
31081,độ mạnh
31084,sự dữ dội
31088,sự bất hợp pháp
31090,sự phi pháp
31097,sự lịch sự
31098,sự hợp thời trang
31102,mật độ
31108,tính rõ ràng
31114,tính vô giá
31115,tính nhớt
31116,độ nhớt
31119,đầu tư
31122,sự tập trung
31127,trù phú
31130,sự màu mỡ
31134,chỗ yếu
31139,yếu điểm
31144,tính chất dẻo
31145,tính chất mềm dẻo
31152,sự không thận trọng
31153,sự khinh suất
31154,sự phản chiếu
31156,sự phản xạ
31157,khả năng phản xạ
31158,sự nghiêm túc
31160,sự đứng đắn
31167,sự tự chủ
31169,hành động bất công
31173,sự phổ biến
31176,sự thường thấy
31177,sự thịnh hành
31178,tính nhân tạo
31179,tính chất nhân tạo
31180,lòng yêu nước
31192,sự giả vờ
31195,độ béo
31196,mức độ béo
31202,lớp phủ ngoài
31204,vẻ đẹp trai
31219,sự phù hợp
31221,sự thỏa đáng
31224,tố chất
31237,sự thù oán
31238,sự thù hận
31239,mối thù oán
31243,sự đàn hồi
31244,tính đàn hồi
31247,mầu tía
31248,thuộc tính
31251,sự ôn hòa
31253,sự tiết chế
31254,sự có ích
31257,sự thiết thực
31270,sự êm tai
31271,sự dư
31276,lực dẫn động
31281,tính chua
31283,mùi vị hăng
31291,lối hành động
31298,mầu xám
31299,sự bất lịch sự
31301,sự khiếm nhã
31302,sự lỗ mãng
31303,sự thiếu tế nhị
31307,mầu tím
31309,tím có phớt xanh
31314,sắc thái
31320,vật thừa kế
31322,gia sản
31323,của thừa kế
31332,bề rộng
31334,chiều ngang
31340,sự có thể xảy ra
31346,phơi nhiễm
31347,sự phơi nhiễm
31349,sự tiếp xúc
31352,tính khác thường
31354,tính thương yêu
31356,tình trìu mến
31361,sự vượt trội
31364,tính xấu
31365,tính khó chịu
31366,chỗ nẻ
31367,chỗ nứt
31369,chỗ rạn
31370,chỗ rạn nứt
31372,nốt rạn
31380,sự giúp ích
31386,đồng thời
31389,sự đồng thời
31390,tính đồng thời
31399,sự lặp đi lặp lại
31411,sự chính xác
31414,nguyên tử khối
31415,nguyên tử lượng
31416,khối lượng nguyên tử
31421,độ
31426,mặt trái
31427,khiếm khuyết
31433,sự thưa thớt
31435,sự lơ thơ
31436,sự có xu hướng
31439,sự thiếu thốn
31440,sự can đảm
31442,sự cũ kĩ
31443,sự cổ lỗ
31447,màu xanh lục
31448,xanh lục
31457,sự khôn khéo
31471,năng suất
31475,sự tăng âm
31476,sự tăng tiến
31477,sự mạnh dần
31478,lợi
31480,bổ ích
31484,tính nhiều chiều
31488,tính hiểu được
31493,quyền cử tri
31494,độ nhẵn
31497,độ đặc
31500,sự dày đặc
31507,sự phi đồng đều
31516,nết
31521,sự không công bình
31526,năng quyền
31528,lớp trang trí
31530,đặc tính không gian
31534,sự trưởng dưỡng
31535,lực
31538,sự cởi mở
31540,sự danh giá
31544,sự phòng xa
31545,sự lo trước
31547,sự chuẩn bị
31548,sự sẵn sàng
31551,tính bất tiện
31557,sự cư xử theo lương tâm
31567,màu xanh ô-liu
31568,xanh ô-liu
31575,màu cam
31581,da cam
31584,quyền tham dự
31589,sự lơ đễnh
31590,sự bàng quan
31591,sự lơ là
31596,men
31613,mầu đen nhánh
31614,mầu đen huyền
31616,cực điểm
31628,sự hài hước
31630,sự khôi hài
31644,sự ra vẻ
31645,sự giả bộ
31649,tiếng vang
31651,sự giống nhau
31654,vết thủng
31660,tính dễ dãi
31667,tính đúng đắn
31670,sức
31671,khả năng
31676,tính chủ quan
31677,chủ nghĩa chủ quan
31679,đặc lợi
31687,nóng tính
31688,tính nóng
31689,tính nóng nảy
31690,tính dễ bực dọc
31691,tính dễ cáu
31692,tấm lòng cao thượng
31693,tấm lòng cao cả
31699,tính kiên cố
31702,sự vững chắc
31703,sự chắc chắn
31704,sự kiên cố
31705,sự bền chặt
31706,sự bền vững
31707,tương đồng
31711,tính giả dối
31714,tính không thành thực
31718,tính sâu
31719,sự phóng túng
31721,sự buông thả
31725,độ bé nhỏ
31730,ánh sáng chói lọi
31746,lòng bác ái
31748,sự thiếu thận trọng
31750,sự thiếu suy nghĩ
31751,nhịp điệu
31755,phạm vi lấp lửng
31762,bảng màu
31763,bảng mầu
31767,phổ mầu
31768,tông màu
31774,mầu vàng nghệ
31785,sự hấp tấp
31786,sự vội vàng
31787,sự vội vã
31788,sự thu hẹp
31789,sự hẹp lại
31790,việc thu hẹp
31793,sự kiên định
31797,mầu xanh da trời
31798,tính chất âm thanh
31805,tính dễ đứt
31810,tính kịch độc
31811,tính gian trá
31814,tính không thật thà
31815,tính không trung thực
31816,tính thiếu trung thực
31817,tính xảo trá
31827,đầu nhọn
31828,mũi nhọn
31829,có đầu nhọn
31830,có mũi nhọn
31832,tính thực tế
31833,sự bằng nhau
31836,sự tương đương
31837,sự tương ứng
31845,đức tính
31852,đức tính anh hùng
31855,hạt bụi
31856,vết li ti
31858,sự đến sớm
31859,sự tới sớm
31867,sự dồi dào
31872,sự phổ dụng
31873,sự dính kết
31874,sự kết dính
31876,sự hỗn láo
31877,sự xấc xược
31878,sự hỗn xược
31894,màu nâu
31905,thiếu sót
31915,phong cách
31916,kiểu cách
31922,sự không tin
31923,việc không tin
31925,việc khó tin cậy
31926,sự khó tin cậy
31928,sự hay nghi ngờ
31929,sự hay ngờ vực
31930,sự hay hoài nghi
31935,sự mưu mô
31937,sự tinh ranh
31938,sự ranh ma
31941,sự vạm vỡ
31944,sự gân guốc
31954,tính chất chính thống
31962,mức
31963,cấp độ
31967,sự biến màu
31968,sự đổi màu
31969,sự bạc màu
31972,sự sắp đặt
31977,quyền công dân
31978,quyền tự do công dân
31979,quyền tự do cá nhân
31980,bản chất
31985,chu vi hình tròn
31986,chu vi đường tròn
31988,tính táo bạo
31992,tính hay gây hấn
31994,sự lãng mạn
31995,chủ nghĩa lãng mạn
31996,sự nông nổi
31997,nỗi nông nổi
32001,tính vô ích
32003,tính chất vô ích
32004,tính chất vô dụng
32006,tính khó gần
32007,tính khép kín
32008,tính khó chan hòa
32009,tính không chan hòa
32028,sự tạo thành
32029,sự tạo ra
32032,sự thành lập
32033,tính tầm thường
32039,sự chia nhánh
32050,lòng tham
32052,sự tham lam
32057,sự thích hợp
32062,lực
32066,sức mạnh
32067,công hiệu
32073,sự không phù hợp
32077,thế
32080,sự phân tán
32081,sự lan tỏa
32083,lượng lớn
32091,tính từ bi
32092,lòng nhân đạo
32098,ngoại cỡ
32101,quá cỡ
32104,cao độ
32105,độ cao so với mặt nước biển
32107,tính hay thay đổi
32109,kéo dài
32110,sự duy trì
32113,điệu đi
32114,lượng giảm
32117,sức ép
32120,sự khuếch đại
32123,vẻ ngoài
32127,lòng trung thành
32131,màu nhạt
32139,mầu nhợt
32141,mầu dịu
32142,mầu nhẹ
32143,mầu sắc nhạt
32147,mầu đen
32152,chiều cao
32158,tính hợp lí
32160,tính hợp tình hợp lí
32163,phẩm chất
32164,tính chất
32165,sự cẩu thả
32167,sự bất cẩn
32171,hình phối cảnh
32174,sự bất lực
32177,sự công bằng
32180,phép đối xứng
32181,tính đối xứng
32182,sự đối xứng
32184,tính chất sáng tạo
32185,tính chất mới mẻ
32191,mây khói
32193,tài phán đoán
32199,sự già
32201,sự lớn tuổi
32206,sự hiểu biết
32216,tính di truyền
32217,thuộc tính di truyền
32218,sự di truyền
32219,sự không tương ứng
32221,trọng lượng riêng
32222,tỉ trọng
32232,chói lọi
32233,sự chói lọi
32238,phẩm chất
32241,tính chất không thay đổi
32258,có chủ đích
32259,có mục đích
32271,màu vô sắc
32275,mầu không sắc
32276,mầu tiêu sắc
32277,tính thượng khẩn
32278,sự khẩn cấp
32280,chùm phản hồi
32288,sự gối lên nhau
32292,màu lòng đào
32295,bán kính thiên thể
32296,sự bất lợi
32299,tính bất lợi
32301,sự bất động
32303,nhân tố thúc đẩy
32305,tính chất con trai
32306,tính chất đàn ông
32307,tính đồng nhất
32308,tính chất đồng nhất
32309,lợi thế
32311,tầm quan trọng
32313,sự lãng phí
32316,tần số vô tuyến
32320,vệt
32330,tính chăm
32337,ảnh hưởng
32338,sức ảnh hưởng
32339,tầm ảnh hưởng
32340,sự ảnh hưởng
32343,tính chất thiêng liêng
32347,vết
32353,tính hững hờ
32355,tính giả tạo
32356,sự giả tạo
32358,tính không dự phòng
32364,dốc
32366,sự nghiêng
32367,trạng thái dốc
32371,sức mạnh
32375,quyền uy
32377,sự thiếu thốn
32378,sự nghèo nàn
32379,tình trạng thiếu thốn
32381,sự yếu đuối
32382,sự bất lực
32383,tính yếu đuối
32384,tính bất lực
32391,sắp
32398,cỡ L
32402,sự thù địch
32406,sự thiếu hụt
32408,sự thâm hụt
32412,sự thờ ơ
32413,tính quan trọng
32414,tầm quan trọng
32415,sự quan trọng
32418,tính phổ quát
32420,sự gây tử vong
32421,tính kỉ luật
32422,sự kỉ luật
32426,lượng
32427,tầm lớn
32429,độ nóng
32439,tính không nhạy cảm
32440,sự không nhạy cảm
32442,tính hiện thời
32447,mầu trắng
32449,sự vô cảm
32450,sự lãnh cảm
32454,sự khác biệt
32458,thế thủ
32459,thế phòng thủ
32471,điều thiện điều đúng đắn
32472,tính chất yếu
32475,tính yếu kém
32487,nhầm nhỡ
32488,lộn
32492,sự lí tưởng hóa
32493,lượng
32494,số
32496,tổng số
32497,kích thước
32499,độ lớn
32502,mầu vàng
32504,sự hợp pháp
32506,sự đúng luật
32507,sự vừa vặn
32508,lợi thế
32511,điểm mạnh
32520,sự không chắc chắn
32523,an toàn
32524,sự an toàn
32525,sự chắc chắn
32526,sự ủy mị
32531,sự đa sầu đa cảm
32536,sự tới gần
32539,sự thiếu kiềm chế
32540,mặc cảm tự tôn
32541,phức cảm tự tôn
32553,vẻ bề ngoài
32555,chiều dài
32569,chuyện đùa
32572,lợi thế nhỏ
32582,sự khẳng định
32586,ân huệ của Chúa
32590,sự cả gan
32591,sự táo bạo
32595,khoảng cách đường ray
32598,phong cách nghệ sĩ
32604,tính nhẹ nhàng
32605,sự nhẹ nhàng
32606,độ nhỏ nhẹ
32609,sự êm ái
32614,độ chống thấm
32623,hiếm có
32624,sự hiếm có
32626,sự hi hữu
32628,sự hãn hữu
32631,quyền thông tin cá nhân
32633,quyền tối thượng
32641,chiều sâu
32647,tính thiếu tự nhiên
32649,phong cách năng động
32650,sự thẳng
32659,quyền lực tối cao
32660,quyền tuyệt đối
32663,sự mạch lạc
32667,lập luận không logic
32669,lập luận phi lí
32670,lập luận phi lý
32674,mầu xám tối
32675,lợi ích
32678,r
32680,sự thành thật
32682,sự thật thà
32686,tốc độ phát triển
32697,vật tương tự
32702,tính thần linh
32704,tính có thể di chuyển
32705,tính có thể chuyển động
32706,thiên hướng phản ứng
32707,xu hướng phản ứng
32708,sự mất bình tĩnh
32709,tính mất bình tĩnh
32710,thần kinh yếu
32711,tính khiêm tốn
32721,sự tập trung
32722,nơi tập trung
32726,tính cáu bẳn
32727,tính cáu kỉnh
32728,tính gắt gỏng
32729,tính bẳn gắt
32733,giản dị
32736,sự mộc mạc
32744,tính chất khó khăn
32745,sự tin cậy
32748,tính rắc rối
32750,tính chất phức tạp
32754,sự khác lạ
32756,tính chất không quan trọng
32757,tính chất không đáng kể
32758,đức tính tự nhiên
32766,nhọn
32771,ngay thẳng
32775,tính ngay thẳng
32779,sự liên tiếp
32781,sự liền mạch
32782,sự liền
32785,tính dễ bị tổn thương
32786,tính dễ bị nguy hiểm
32787,tính dễ bị tấn công
32788,tính dễ bị làm hại
32790,tính hướng nội
32794,tính hữu ích
32796,sự tham ô
32799,sự xử phạt
32802,độ lồi
32809,góc độ quan sát
32810,vị trí quan sát
32813,kiểu
32815,lối
32825,sự giảm
32827,sự hạ
32834,tính chất dính
32836,tính chất bầy nhầy
32837,tính chất nhớp nháp
32839,tính ích kỷ
32843,sự dễ dàng
32844,sự thuận lợi
32845,dự đơn giản
32853,tật xấu
32855,nết xấu
32860,tính vui đùa
32861,tính hay nghịch
32862,tính hay đùa
32863,tính vui vẻ
32865,tính hay vui đùa
32866,tính hay khôi hài
32867,hình thái
32868,bóng dáng
32869,sự giữ bí mật
32884,lòng tự trọng
32885,sự tự trọng
32890,sai chính tả
32892,sống
32897,đai
32900,chất của cơ thể
32901,lớp bao phủ cơ thể
32902,tóc mái
32903,tóc mái trước trán
32905,ống
32908,hốc
32909,hố
32912,cơ quan chứa mô cương cứng
32916,mẫu xét nghiệm
32931,thân xác
32933,xác
32939,mặt
32947,kiểu tóc mái
32962,bộ phận sinh dục nữ
32969,chất dịch
32981,âm hộ
32991,chất nhầy
32995,khung xương chậu
33005,màng bọc
33008,tai
33013,đường thần kinh
33021,búi tóc
33026,đốt trục
33028,đốt trục cổ
33035,mống mắt
33040,tiểu nhĩ
33042,thừng
33044,alen trội
33060,mạch máu trong cơ thể
33067,mạch
33070,chân
33079,khẩu cái
33083,mạng lưới
33091,gen lặn
33092,alen lặn
33098,nhau
33104,cơ quan sinh dục ngoài
33116,cơ quan phát âm
33120,thành
33121,vách
33136,màng sừng
33151,tế bào giới tính
33152,hệ
33154,hệ cơ quan
33157,đầu
33165,xương chân
33167,bộ xương
33172,vết rộp
33173,nốt rộp
33178,vách
33185,tí
33187,phần cứng của cơ thể
33193,quả tim
33200,nếp gấp
33208,xương nhỏ thính giác
33214,cơ quan khứu giác
33217,mô mềm
33231,xương cột sống
33232,cơ quan co bóp
33233,cơ quan co rút
33238,colon
33268,hoóc môn tăng trưởng
33269,hóc môn tăng trưởng
33270,hoóc môn sinh trưởng
33274,ngón tay út
33275,ngón út
33279,khoang
33287,máu
33290,xương lá mía
33300,lá van
33302,mí
33306,lồi
33312,cầu mắt
33313,tế bào mòn
33328,cơ quan hô hấp
33329,hệ hô hấp
33342,bó sợi thần kinh
33348,vùng ngực
33363,cấu trúc sụn
33364,cấu trúc từ sụn
33366,mạch máu
33370,bộ phận sinh dục
33381,thây
33459,amiđan
33491,đôi chân
33586,ngón tay
33592,phần eo
33603,răng hàm
33644,ngón cái
33740,đôi tay
33756,thức
33862,khả năng nhìn
33868,sự chú ý
33915,sự soi
34008,sự bận tâm
34012,sự bận tâm
34121,ý
34221,mưu
34511,tin tưởng
34535,cơn đau nhói
34608,gương
34777,hiểu biết
34846,ma thuật
34899,sự thiếu năng lực
34913,khả năng ngôn ngữ
35006,khoa nội
35143,ảo tưởng
35183,chủ nghĩa vị kỉ
35211,giống
35331,thử nghiệm
35450,mẫu gương
35492,giấc mơ
35546,sự chọn
35572,sự tập trung
35635,tim
35712,phép ngụy biện
35845,chủ nghĩa duy thực
35865,mạng
35886,kinh nghiệm chủ nghĩa
35939,phần bổ sung
35941,bắt đầu
36118,giải
36136,nghi ngờ
36160,múa rối
36201,sự làm lộ
36457,sự bảo đảm
36481,cuộc hội đàm
36517,hài kịch
36531,từ ngữ tục
36607,phỏng tác
36613,lời tóm tắt
36657,sự biến đổi
36690,phần trích
36693,lời phát biểu
36718,lô-ga-rít
36719,lôgarit
36720,điểm chính
36724,điểm cốt lõi
36758,cái vỗ tay
36762,vỗ tay
36788,việc tố cáo
36790,việc vạch mặt
36799,sự dài dòng
36825,vấn đề khó
36848,sự bác bỏ
36876,sự thuyết trình
36884,con tem
36891,chồng cảnh
36902,xô-nát
36907,bản xô-nát
36916,sự lè nhè
36918,sự phát
36998,sự biên tập
37020,title
37037,vẻ cau có
37069,dấu giáng
37083,sự phét lác
37106,việc khai báo
37118,sự kêu
37122,dáu tích
37155,sắc lệnh giáo hoàng
37156,sắc lệnh Giáo hoàng
37157,sắc lệnh của giáo hoàng
37158,sắc lệnh của Giáo hoàng
37174,sự báo động
37183,bản
37185,bài
37251,tấm áo
37259,tiếng Latinh
37264,hệ thập phân
37325,phép tốc kí
37327,thuật tốc ký
37349,từ chuyên môn
37368,mũ
37385,việc bắt tay
37470,phần mềm nâng cấp
37472,phiên bản nâng cấp
37500,sự chiếu phim
37521,sự đánh lùi
37522,sự đánh lui
37527,bài chính
37551,kiểu nói
37554,phần mềm ứng dụng
37594,dấu hỏi
37613,dấu phảy
37756,chữ viết tay
37796,cuộc trò chuyện
37808,nét chữ nguệch ngoạc
37810,lời cảnh báo
37821,đòi hỏi
37824,ngôn ngữ Hi Lạp cổ
37841,password
37875,nhóm ngôn ngữ Kamarupan
37892,thông tin mới
37922,hệ ngôn ngữ Ấn - Âu
37931,tiếng cười ha hả
37935,form
37953,sự liên thuyên
37983,sự lây
38000,sự tưởng niệm
38067,sự lập lờ
38068,sự mập mờ
38076,thuật hùng biện
38078,sự hùng biện
38080,lệnh tịch thu
38082,sự nguyền rủa
38090,lời mời
38094,sự chỉ trích
38095,sự khiển trách
38116,lời vu khống
38145,sự chỉ trích
38172,sự chỉ trích gay gắt
38173,lời chỉ trích gay gắt
38177,sự phổ biến
38210,kể chuyện
38216,thuật
38219,sự gọi tên
38224,tên chế nhạo
38226,sự thúc đẩy
38228,sự đẩy mạnh
38272,đàm thoại
38284,sự thỏa thuận
38307,sự phơi trần
38317,hiệu lệnh xuất phát
38144,chủ từ
38533,việc viết lại
38648,đạo đức
38704,sự giễu cợt
38807,chữ viết hoa
39100,mịnh lịnh
39106,ăn nói tù mù
39575,truyện cổ tích
39618,ám số
39850,sự củng cố
39855,văn bản pháp lí
39944,chữ khắc
39957,sự hòa giải
39973,sự kể ra
40028,thu thập bằng chứng
40051,sự bác bỏ
40094,tiếng Thượng Giéc-manh
40108,tin tức
